symbol,name,sector,industry
HPLTW,Home Plate Acquisition Corporation Warrant,Industrials,Consumer Electronics/Appliances
HPP,Hudson Pacific Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts
HPP^C,Hudson Pacific Properties Inc. 4.750% Series C Cumulative Redeemable Preferred Stock,,
HPQ,HP Inc. Common Stock,Technology,Computer Manufacturing
HPS,John Hancock Preferred Income Fund III Preferred Income Fund III,Finance,Investment Managers
HPX,HPX Corp. Class A Ordinary Shares,Finance,Business Services
HQH,Tekla Healthcare Investors Common Stock,Finance,Finance Companies
HQI,HireQuest Inc. Common Stock (DE),Consumer Discretionary,Diversified Commercial Services
HQL,TeklaLife Sciences Investors Common Stock,Finance,Investment Managers
HQY,HealthEquity Inc. Common Stock,Health Care,Managed Health Care
HR,Healthcare Realty Trust Incorporated Common Stock,Real Estate,Real Estate Investment Trusts
HRB,H&R Block Inc. Common Stock,Consumer Discretionary,Other Consumer Services
HRI,Herc Holdings Inc. Common Stock,Consumer Discretionary,Diversified Commercial Services
HRL,Hormel Foods Corporation Common Stock,Consumer Staples,Meat/Poultry/Fish
HRMY,Harmony Biosciences Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
HROW,Harrow Health Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
HROWL,Harrow Health Inc. 8.625% Senior Notes due 2026,,
HRT,HireRight Holdings Corporation Common Stock,,
HRTG,Heritage Insurance Holdings Inc. Common Stock,Finance,Property-Casualty Insurers
HRTX,Heron Therapeutics Inc. Common Stock,Health Care,Medicinal Chemicals and Botanical Products
HRZN,Horizon Technology Finance Corporation Common Stock,Finance,Finance/Investors Services
HSAQ,Health Sciences Acquisitions Corporation 2 Ordinary Shares,Finance,Business Services
HSBC,HSBC Holdings plc. Common Stock,Finance,Savings Institutions
HSC,Harsco Corporation Common Stock,Industrials,Steel/Iron Ore
HSCS,Heart Test Laboratories Inc. Common Stock,Health Care,Medical Specialities
HSCSW,Heart Test Laboratories Inc. Warrant,Health Care,Medical Specialities
HSDT,Helius Medical Technologies Inc. Class A Common Stock (DE),Health Care,Industrial Specialties
HSIC,Henry Schein Inc. Common Stock,Health Care,Medical Specialities
HSII,Heidrick & Struggles International Inc. Common Stock,Consumer Discretionary,Diversified Commercial Services
HSKA,Heska Corporation Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
HSON,Hudson Global Inc. Common Stock,Consumer Discretionary,Professional Services
HST,Host Hotels & Resorts Inc. Common Stock,Real Estate,Real Estate Investment Trusts
HSTM,HealthStream Inc. Common Stock,Consumer Discretionary,Business Services
HSTO,Histogen Inc. Common Stock,Health Care,Medicinal Chemicals and Botanical Products
HSY,The Hershey Company Common Stock,Consumer Staples,Specialty Foods
HT,Hersha Hospitality Trust Class A Common Shares of Beneficial Interest,Real Estate,Real Estate Investment Trusts
HT^C,Hersha Hospitality Trust 6.875% Series C Cumulative Redeemable Preferred Shares of Beneficial Interest,,
HT^D,Hersha Hospitality Trust 6.50% Series D Cumulative Redeemable Preferred Shares of Beneficial Interest $0.01 par value per share,,
HT^E,Hersha Hospitality Trust 6.50% Series E Cumulative Redeemable Preferred Shares of Beneficial Interest,,
HTAQ,Hunt Companies Acquisition Corp. I Class A Ordinary Shares,,
HTBI,HomeTrust Bancshares Inc. Common Stock,Finance,Savings Institutions
HTBK,Heritage Commerce Corp Common Stock,Finance,Major Banks
HTCR,Heartcore Enterprises Inc. Common Stock,Technology,EDP Services
HTD,John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies
HTFB,Horizon Technology Finance Corporation 4.875% Notes due 2026,Finance,Finance Companies
HTFC,Horizon Technology Finance Corporation 6.25% Notes due 2027,Finance,Finance Companies
HTGC,Hercules Capital Inc. Common Stock,Finance,Investment Managers
HTGM,HTG Molecular Diagnostics Inc. Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments
HTH,Hilltop Holdings Inc.,Finance,Major Banks
HTHT,H World Group Limited American Depositary Shares,Consumer Discretionary,Hotels/Resorts
HTIA,Healthcare Trust Inc. 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock,Real Estate,Real Estate Investment Trusts
HTIBP,Healthcare Trust Inc. 7.125% Series B Cumulative Redeemable Perpetual Preferred Stock,Real Estate,Real Estate Investment Trusts
HTLD,Heartland Express Inc. Common Stock,Industrials,Trucking Freight/Courier Services
HTLF,Heartland Financial USA Inc. Common Stock,Finance,Major Banks
HTLFP,Heartland Financial USA Inc. Depositary Shares each representing a 1/400th ownership interest in a share of 7.00% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E,Finance,Major Banks
HTOO,Fusion Fuel Green PLC Class A Ordinary Shares,Energy,Industrial Machinery/Components
HTOOW,Fusion Fuel Green PLC Warrant,Energy,Industrial Machinery/Components
HTPA,Highland Transcend Partners I Corp. Class A Ordinary Shares,Finance,Business Services
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
HTZ,Hertz Global Holdings Inc Common Stock,Consumer Discretionary,Rental/Leasing Companies
HTZWW,Hertz Global Holdings Inc Warrant,Consumer Discretionary,Rental/Leasing Companies
HUBB,Hubbell Inc Common Stock,Technology,Industrial Machinery/Components
HUBG,Hub Group Inc. Class A Common Stock,Consumer Discretionary,Oil Refining/Marketing
HUBS,HubSpot Inc. Common Stock,Technology,Computer Software: Prepackaged Software
HUDI,Huadi International Group Co. Ltd. Ordinary Shares,Industrials,Steel/Iron Ore
HUGE,FSD Pharma Inc. Class B Subordinate Voting Shares,Health Care,Medicinal Chemicals and Botanical Products
HUGS,USHG Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
HUIZ,Huize Holding Limited American Depositary Shares,Finance,Specialty Insurers
HUM,Humana Inc. Common Stock,Health Care,Medical Specialities
HUMA,Humacyte Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
HUMAW,Humacyte Inc. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations
HUN,Huntsman Corporation Common Stock,Industrials,Major Chemicals
HURC,Hurco Companies Inc. Common Stock,Industrials,Steel/Iron Ore
HURN,Huron Consulting Group Inc. Common Stock,Consumer Discretionary,Professional Services
HUSA,Houston American Energy Corporation Common Stock,Energy,Oil & Gas Production
HUT,Hut 8 Mining Corp. Common Shares,,
HUYA,HUYA Inc. American depositary shares each  representing one Class A ordinary share,Industrials,Broadcasting
HVBC,HV Bancorp Inc. Common Stock,Finance,Major Banks
HVT,Haverty Furniture Companies Inc. Common Stock,Consumer Discretionary,Other Specialty Stores
HWBK,Hawthorn Bancshares Inc. Common Stock,Finance,Major Banks
HWC,Hancock Whitney Corporation Common Stock,Finance,Major Banks
HWCPZ,Hancock Whitney Corporation 6.25% Subordinated Notes due 2060,Finance,Major Banks
HWEL,Healthwell Acquisition Corp. I Class A Common Stock,Industrials,Consumer Electronics/Appliances
HWKN,Hawkins Inc. Common Stock,Industrials,Industrial Specialties
HWKZ,Hawks Acquisition Corp Class A Common Stock,Industrials,Consumer Electronics/Appliances
HWM,Howmet Aerospace Inc. Common Stock,Industrials,Military/Government/Technical
HWM^,Howmet Aerospace Inc. $3.75 Preferred Stock,,
HXL,Hexcel Corporation Common Stock,Industrials,Industrial Machinery/Components
HY,Hyster-Yale Materials Handling Inc. Class A Common Stock,Industrials,Construction/Ag Equipment/Trucks
HYB,New America High Income Fund Inc. (The) Common Stock,Finance,Investment Managers
HYFM,Hydrofarm Holdings Group Inc. Common Stock,Industrials,Industrial Machinery/Components
HYI,Western Asset High Yield Defined Opportunity Fund Inc. Common Stock,Finance,Investment Managers
HYLN,Hyliion Holdings Corp. Class A Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
HYMC,Hycroft Mining Holding Corporation Class A Common Stock,Basic Materials,Precious Metals
HYMCL,Hycroft Mining Holding Corporation Warrants,Basic Materials,Precious Metals
HYMCW,Hycroft Mining Holding Corporation  Warrant,Basic Materials,Precious Metals
HYMCZ,Hycroft Mining Holding Corporation Warrant,Basic Materials,Precious Metals
HYPR,Hyperfine Inc. Class A Common Stock,Health Care,Medical Specialities
HYRE,HyreCar Inc. Common Stock,Consumer Discretionary,Rental/Leasing Companies
HYT,Blackrock Corporate High Yield Fund Inc. Common Stock,Finance,Finance Companies
HYW,Hywin Holdings Ltd. American Depositary Shares,Finance,Investment Managers
HYZN,Hyzon Motors Inc. Class A Common Stock,Consumer Discretionary,Construction/Ag Equipment/Trucks
HYZNW,Hyzon Motors Inc. Warrants,Consumer Discretionary,Construction/Ag Equipment/Trucks
HZN,Horizon Global Corporation Common Shares,Consumer Discretionary,Auto Parts:O.E.M.
HZNP,Horizon Therapeutics Public Limited Company Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
HZO,MarineMax Inc.  (FL) Common Stock,Consumer Discretionary,Other Specialty Stores
HZON,Horizon Acquisition Corporation II Class A Ordinary Shares,Finance,Business Services
IAA,IAA Inc. Common Stock,Consumer Discretionary,Business Services
IAC,IAC Inc. Common Stock,Consumer Discretionary,EDP Services
IACC,ION Acquisition Corp 3 Ltd. Class A Ordinary Shares,,
IAE,Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
IAF,abrdn Australia Equity Fund Inc. Common Stock,Finance,Finance/Investors Services
IAG,Iamgold Corporation Ordinary Shares,,
IART,Integra LifeSciences Holdings Corporation Common Stock,Health Care,Medical/Dental Instruments
IAS,Integral Ad Science Holding Corp. Common Stock,Consumer Discretionary,Advertising
IAUX,i-80 Gold Corp. Common Shares,,
IBA,Industrias Bachoco S.A.B. de C.V. Common Stock,Consumer Staples,Meat/Poultry/Fish
IBCP,Independent Bank Corporation Common Stock,Finance,Major Banks
IBER,Ibere Pharmaceuticals Class A Ordinary Shares,,
IBEX,IBEX Limited Common Shares,Technology,EDP Services
IBIO,iBio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IBKR,Interactive Brokers Group Inc. Class A Common Stock,Finance,Investment Bankers/Brokers/Service
IBM,International Business Machines Corporation Common Stock,Technology,EDP Services
IBN,ICICI Bank Limited Common Stock,Finance,Commercial Banks
IBOC,International Bancshares Corporation Common Stock,Finance,Major Banks
IBP,Installed Building Products Inc. Common Stock,Industrials,Wholesale Distributors
IBRX,ImmunityBio Inc. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
IBTX,Independent Bank Group Inc Common Stock,Finance,Major Banks
ICAD,iCAD Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ICCC,ImmuCell Corporation Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ICCH,ICC Holdings Inc. Common Stock,Finance,Property-Casualty Insurers
ICCM,IceCure Medical Ltd. Ordinary Shares,,
ICD,Independence Contract Drilling Inc. Common Stock,Energy,Oil & Gas Production
ICE,Intercontinental Exchange Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
ICFI,ICF International Inc. Common Stock,Consumer Discretionary,Professional Services
ICHR,Ichor Holdings Ordinary Shares,Technology,Semiconductors
ICL,ICL Group Ltd. Ordinary Shares,Industrials,Agricultural Chemicals
ICLK,iClick Interactive Asia Group Limited American Depositary Shares,Technology,Computer Software: Prepackaged Software
ICLR,ICON plc Ordinary Shares,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ICMB,Investcorp Credit Management BDC Inc. Common Stock,Finance,Finance Companies
ICNC,Iconic Sports Acquisition Corp. Class A Ordinary Shares,,
ICPT,Intercept Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ICR^A,InPoint Commercial Real Estate Income Inc. 6.75% Series A Cumulative Redeemable Preferred Stock,,
ICUI,ICU Medical Inc. Common Stock,Health Care,Medical/Dental Instruments
ICVX,Icosavax Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ID,PARTS iD Inc. Class A Common Stock,Miscellaneous,Diversified Commercial Services
IDA,IDACORP Inc. Common Stock,Utilities,Electric Utilities: Central
IDAI,T Stamp Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
IDBA,IDEX Biometrics ASA American Depositary Shares,Technology,Security Systems Services
IDCC,InterDigital Inc. Common Stock,Telecommunications,Telecommunications Equipment
IDE,Voya Infrastructure Industrials and Materials Fund Common Shares of Beneficial Interest,Finance,Finance/Investors Services
IDEX,Ideanomics Inc. Common Stock,Consumer Discretionary,Engineering & Construction
IDN,Intellicheck Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
IDR,Idaho Strategic Resources Inc. Common Stock,Basic Materials,Precious Metals
IDRA,Idera Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IDT,IDT Corporation Class B Common Stock,Telecommunications,Telecommunications Equipment
IDW,IDW Media Holdings Class B Common Stock,Consumer Discretionary,Newspapers/Magazines
IDXX,IDEXX Laboratories Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IDYA,IDEAYA Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IE,Ivanhoe Electric Inc. Common Stock,Basic Materials,Metal Mining
IEA,Infrastructure and Energy Alternatives Inc. Common Stock,Industrials,Water Sewer Pipeline Comm & Power Line Construction
IEAWW,Infrastructure and Energy Alternatives Inc. Warrant,Industrials,Water Sewer Pipeline Comm & Power Line Construction
IEP,Icahn Enterprises L.P. Common Stock,Industrials,Consumer Electronics/Appliances
IESC,IES Holdings Inc. Common Stock,Industrials,Engineering & Construction
IEX,IDEX Corporation Common Stock,Industrials,Fluid Controls
IFBD,Infobird Co. Ltd Ordinary Shares,,
IFF,International Flavors & Fragrances Inc. Common Stock,Industrials,Major Chemicals
IFIN,InFinT Acquisition Corporation Class A Ordinary Shares,,
IFN,India Fund Inc. (The) Common Stock,Finance,Finance/Investors Services
IFRX,InflaRx N.V. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IFS,Intercorp Financial Services Inc. Common Shares,Finance,Commercial Banks
IGA,Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest,Finance,Investment Managers
IGAC,IG Acquisition Corp. Class A Common Stock,Finance,Business Services
IGACU,IG Acquisition Corp. Unit,Industrials,Consumer Electronics/Appliances
IGACW,IG Acquisition Corp. Warrant,Industrials,Consumer Electronics/Appliances
IGC,India Globalization Capital Inc. Common Stock,Consumer Discretionary,Engineering & Construction
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,Finance,Trusts Except Educational Religious and Charitable
IGI,Western Asset Investment Grade Defined Opportunity Trust Inc. Common Stock,Finance,Investment Managers
IGIC,International General Insurance Holdings Ltd. Ordinary Share,Finance,Property-Casualty Insurers
IGICW,International General Insurance Holdings Ltd. Warrants expiring 03/17/2025,Finance,Property-Casualty Insurers
IGMS,IGM Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IGNY,Ignyte Acquisition Corp. Common Stock,Industrials,Consumer Electronics/Appliances
IGR,CBRE Global Real Estate Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies
IGT,International Game Technology Ordinary Shares,Consumer Discretionary,Movies/Entertainment
IGTA,Inception Growth Acquisition Limited Common Stock,Industrials,Consumer Electronics/Appliances
IGTAU,Inception Growth Acquisition Limited Unit,Industrials,Consumer Electronics/Appliances
IGTAW,Inception Growth Acquisition Limited Warrants,Industrials,Consumer Electronics/Appliances
IH,iHuman Inc. American depositary shares each representing five Class A ordinary shares,Real Estate,Other Consumer Services
IHD,Voya Emerging Markets High Income Dividend Equity Fund Common Shares,Finance,Investment Managers
IHG,Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share),Consumer Discretionary,Hotels/Resorts
IHIT,Invesco High Income 2023 Target Term Fund Common Shares of Beneficial Interest,Finance,Investment Managers
IHRT,iHeartMedia Inc. Class A Common Stock,Consumer Discretionary,Broadcasting
IHS,IHS Holding Limited Ordinary Shares,,
IHT,InnSuites Hospitality Trust Shares of Beneficial Interest,Real Estate,Real Estate Investment Trusts
IHTA,Invesco High Income 2024 Target Term Fund Common Shares of Beneficial Interest No par value per share,Finance,Finance/Investors Services
IIF,Morgan Stanley India Investment Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable
III,Information Services Group Inc. Information Services Group Inc. Common Stock,Technology,EDP Services
IIII,INSU Acquisition Corp. III Class A Common Stock,Industrials,Consumer Electronics/Appliances
IIIIU,INSU Acquisition Corp. III Unit,Industrials,Consumer Electronics/Appliances
IIIIW,INSU Acquisition Corp. III Warrant,Industrials,Consumer Electronics/Appliances
IIIN,Insteel Industries Inc. Common Stock,,
IIIV,i3 Verticals Inc. Class A Common Stock,Technology,EDP Services
IIM,Invesco Value Municipal Income Trust Common Stock,Finance,Investment Managers
IINN,Inspira Technologies Oxy B.H.N. Ltd. Ordinary Shares,Health Care,Medical/Dental Instruments
IINNW,Inspira Technologies Oxy B.H.N. Ltd. Warrant,Health Care,Medical/Dental Instruments
IIPR,Innovative Industrial Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts
IIPR^A,Innovative Industrial Properties Inc. 9.00% Series A Cumulative Redeemable Preferred Stock,,
IIVIP,Coherent Corp. 6.00% Series A Mandatory Convertible Preferred Stock,Industrials,Industrial Machinery/Components
IKNA,Ikena Oncology Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IKT,Inhibikase Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ILAG,Intelligent Living Application Group Inc. Ordinary Shares,,
ILMN,Illumina Inc. Common Stock,Health Care,Medical Specialities
ILPT,Industrial Logistics Properties Trust Common Shares of Beneficial Interest,Real Estate,Real Estate Investment Trusts
IMAB,I-MAB American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
IMACW,IMAC Holdings Inc. Warrant,Health Care,Medical Specialities
IMAQ,International Media Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
IMAQR,International Media Acquisition Corp. Rights,,
IMAQU,International Media Acquisition Corp. Unit,Industrials,Consumer Electronics/Appliances
IMAQW,International Media Acquisition Corp. Warrants,Industrials,Consumer Electronics/Appliances
IMAX,Imax Corporation Common Stock,,
IMBI,iMedia Brands Inc. Class A Common Stock,Consumer Discretionary,Catalog/Specialty Distribution
IMBIL,iMedia Brands Inc. 8.5% Senior Notes Due 2026,,
IMCC,IM Cannabis Corp. Common Shares,Health Care,Medicinal Chemicals and Botanical Products
IMCR,Immunocore Holdings plc American Depositary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMGN,ImmunoGen Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IMGO,Imago BioSciences Inc. Common stock,Health Care,Biotechnology: Pharmaceutical Preparations
IMH,Impac Mortgage Holdings Inc. Common Stock,Finance,Finance: Consumer Services
IMKTA,Ingles Markets Incorporated Class A Common Stock,Consumer Staples,Food Chains
IMMP,Immutep Limited American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
IMMR,Immersion Corporation Common Stock,Technology,Computer peripheral equipment
IMMX,Immix Biopharma Inc. Common Stock,Health Care,Medicinal Chemicals and Botanical Products
IMNM,Immunome Inc. Common Stock,Health Care,Medicinal Chemicals and Botanical Products
IMNN,Imunon Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IMO,Imperial Oil Limited Common Stock,,
IMOS,ChipMOS TECHNOLOGIES INC. American Depositary Shares,Technology,Semiconductors
IMPL,Impel Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IMPP,Imperial Petroleum Inc. Common Shares,,
IMPPP,Imperial Petroleum Inc. 8.75% Series A Cumulative Redeemable Perpetual Preferred Shares,,
IMPX,AEA-Bridges Impact Corp. Class A Ordinary Shares,Consumer Discretionary,Motor Vehicles
IMRA,IMARA Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMRN,Immuron Limited American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
IMRX,Immuneering Corporation Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IMTE,Integrated Media Technology Limited Ordinary Shares,Consumer Staples,Consumer Electronics/Appliances
IMTX,Immatics N.V. Ordinary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMTXW,Immatics N.V. Warrants,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMUX,Immunic Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IMV,IMV Inc. Common Shares,Health Care,Medicinal Chemicals and Botanical Products
IMVT,Immunovant Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IMXI,International Money Express Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
INAB,IN8bio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
INBK,First Internet Bancorp Common Stock,Finance,Major Banks
INBKZ,First Internet Bancorp 6.0% Fixed-to-Floating Rate Subordinated Notes Due 2029,Finance,Major Banks
INBX,Inhibrx Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
INCR,Intercure Ltd. Ordinary Shares,,
INCY,Incyte Corp. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
INDB,Independent Bank Corp. Common Stock,Finance,Major Banks
INDI,indie Semiconductor Inc. Class A Common Stock,Technology,Semiconductors
INDIW,indie Semiconductor Inc. Warrant,Technology,Semiconductors
INDO,Indonesia Energy Corporation Limited Ordinary Shares,Energy,Oil & Gas Production
INDP,Indaptus Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
INDT,INDUS Realty Trust Inc. (MD) Common Stock,Finance,Real Estate
INFA,Informatica Inc. Class A Common Stock,Technology,EDP Services
INFI,Infinity Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
INFN,Infinera Corporation Common Stock,Utilities,Telecommunications Equipment
INFU,InfuSystems Holdings Inc. Common Stock,Health Care,Medical/Dental Instruments
INFY,Infosys Limited American Depositary Shares,Technology,EDP Services
ING,ING Group N.V. Common Stock,Finance,Commercial Banks
INGN,Inogen Inc Common Stock,Health Care,Industrial Specialties
INGR,Ingredion Incorporated Common Stock,Consumer Staples,Farming/Seeds/Milling
INKA,KludeIn I Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
INKAW,KludeIn I Acquisition Corp. Warrant,Industrials,Consumer Electronics/Appliances
INKT,MiNK Therapeutics Inc. Common Stock,Health Care,Medicinal Chemicals and Botanical Products
INLX,Intellinetics Inc. Common Stock,Technology,EDP Services
INM,InMed Pharmaceuticals Inc. Common Shares,Health Care,Medicinal Chemicals and Botanical Products
INMB,INmune Bio Inc. Common stock,Health Care,Biotechnology: Pharmaceutical Preparations
INMD,InMode Ltd. Ordinary Shares,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
INN,Summit Hotel Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts
INN^E,Summit Hotel Properties Inc. 6.250% Series E Cumulative Redeemable Preferred Stock,,
INN^F,Summit Hotel Properties Inc. 5.875% Series F Cumulative Redeemable Preferred Stock $0.01 par value per share,,
INNV,InnovAge Holding Corp. Common Stock,Health Care,Hospital/Nursing Management
INO,Inovio Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
INOD,Innodata Inc. Common Stock,Technology,EDP Services
INPX,Inpixon Common Stock,Technology,Computer Software: Prepackaged Software
INSE,Inspired Entertainment Inc. Common Stock,Technology,EDP Peripherals
INSG,Inseego Corp. Common Stock,Telecommunications,Telecommunications Equipment
INSI,Insight Select Income Fund,Finance,Investment Managers
INSM,Insmed Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
INSP,Inspire Medical Systems Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
INST,Instructure Holdings Inc. Common Stock,Technology,Computer Software: Prepackaged Software
INSW,International Seaways Inc. Common Stock,Consumer Discretionary,Marine Transportation
INT,World Fuel Services Corporation Common Stock,Energy,Oil Refining/Marketing
INTA,Intapp Inc. Common Stock,Technology,Computer Software: Prepackaged Software
INTC,Intel Corporation Common Stock,Technology,Semiconductors
INTE,Integral Acquisition Corporation 1 Class A Common Stock,Industrials,Consumer Electronics/Appliances
INTEU,Integral Acquisition Corporation 1 Unit,Industrials,Consumer Electronics/Appliances
INTEW,Integral Acquisition Corporation 1 Warrants,Industrials,Consumer Electronics/Appliances
INTG,Intergroup Corporation (The) Common Stock,Consumer Discretionary,Hotels/Resorts
INTR,Inter & Co. Inc. Class A Common Shares,,
INTT,inTest Corporation Common Stock,Technology,Semiconductors
INTU,Intuit Inc. Common Stock,Technology,Computer Software: Prepackaged Software
INTZ,Intrusion Inc. Common Stock,Technology,Security Systems Services
INUV,Inuvo Inc.,Consumer Discretionary,Advertising
INVA,Innoviva Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
INVE,Identiv Inc. Common Stock,Technology,Computer peripheral equipment
INVH,Invitation Homes Inc. Common Stock,Real Estate,Real Estate Investment Trusts
INVO,INVO BioScience Inc. Common Stock,Health Care,Medical/Dental Instruments
INVZ,Innoviz Technologies Ltd. Ordinary shares,Consumer Discretionary,Auto Parts:O.E.M.
INVZW,Innoviz Technologies Ltd. Warrant,Consumer Discretionary,Auto Parts:O.E.M.
INZY,Inozyme Pharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IOAC,Innovative International Acquisition Corp. Class A Ordinary Shares,,
IOACU,Innovative International Acquisition Corp. Unit,,
IOACW,Innovative International Acquisition Corp. Warrants,,
IOBT,IO Biotech Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IONM,Assure Holdings Corp. Common Stock,Health Care,Assisted Living Services
IONQ,IonQ Inc. Common Stock,Industrials,Wholesale Distributors
IONR,ioneer Ltd American Depositary Shares,,
IONS,Ionis Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IOR,Income Opportunity Realty Investors Inc. Common Stock,Finance,Diversified Financial Services
IOSP,Innospec Inc. Common Stock,Industrials,Industrial Specialties
IOT,Samsara Inc. Class A Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
IOVA,Iovance Biotherapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IP,International Paper Company Common Stock,Industrials,Containers/Packaging
IPA,ImmunoPrecise Antibodies Ltd. Common Stock,Health Care,Medicinal Chemicals and Botanical Products
IPAR,Inter Parfums Inc. Common Stock,Consumer Discretionary,Package Goods/Cosmetics
IPAX,Inflection Point Acquisition Corp. Class A Ordinary Share,,
IPAXU,Inflection Point Acquisition Corp. Units,,
IPAXW,Inflection Point Acquisition Corp. Warrants,,
IPDN,Professional Diversity Network Inc. Common Stock,Technology,EDP Services
IPG,Interpublic Group of Companies Inc. (The) Common Stock,Consumer Discretionary,Advertising
IPGP,IPG Photonics Corporation Common Stock,Technology,Semiconductors
IPHA,Innate Pharma S.A. ADS,Health Care,Biotechnology: Pharmaceutical Preparations
IPI,Intrepid Potash Inc Common Stock,Industrials,Major Chemicals
IPOD,Social Capital Hedosophia Holdings Corp. IV Class A Ordinary Shares,Finance,Business Services
IPOF,Social Capital Hedosophia Holdings Corp. VI Class A Ordinary Shares,Finance,Business Services
IPSC,Century Therapeutics Inc. Common Stock,Health Care,Medicinal Chemicals and Botanical Products
IPVA,InterPrivate II Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
